nome_repositorio;release_ant;release_ant_sha;release_ant_date;release_atu;release_atu_sha;release_atu_date;kloc_ant;kloc_atu;qtd_commits_test;qtd_commits_testing;qtd_commits_refactor_test;total_commits_teste;qtd_commits_bug;qtd_commits_fix;qtd_commits_hotfix;qtd_commits_patch;total_commit_correcao;numero_ciclo
codecentric/spring-boot-admin;2.0.0;d472bccc9f6668506a97e34a85805a6636483a80;2018-05-18 23:29:14 +0200;3.0.0;0e45fdccce7d90df299a09112475f47463ce53fa;2023-01-20T10:01:30+01:00;32.327;144.806;169;14;0;183;7;233;0;0;240;1
google/guice;1.0;b3d955d01dbe24812b01f63fc16cf0c4a0afef98;2007-03-09T15:51:02+00:00;2.0;2a45130f8962e21a3df075c42d1c4c5c61ec5bba;2009-05-20T00:51:58+00:00;20.77;53.432;265;0;1;266;28;61;0;7;96;1
google/guice;2.0;2a45130f8962e21a3df075c42d1c4c5c61ec5bba;2009-05-20T00:51:58+00:00;3.0;77727a73c2addaffd388faacc99a76b61b7bd4c2;2011-03-25T01:48:39+00:00;53.432;264.478;171;0;0;171;11;65;0;17;93;2
google/guice;3.0;77727a73c2addaffd388faacc99a76b61b7bd4c2;2011-03-25T01:48:39+00:00;4.0;5a209e98e0dedf3dbb2cc657514e7daf1707296c;2015-04-28T16:18:44-04:00;264.478;82.181;182;0;0;182;7;81;0;13;101;3
google/guice;4.0;5a209e98e0dedf3dbb2cc657514e7daf1707296c;2015-04-28T16:18:44-04:00;5.0.0;533690c69805b25f2433ce358d99c13de7479561;2021-02-25T06:13:30-08:00;82.181;29.396;212;3;0;215;4;54;0;0;58;4
google/guice;5.0.0;533690c69805b25f2433ce358d99c13de7479561;2021-02-25T06:13:30-08:00;6.0.0;f095cad8aa7b59abafacc4d4461ddfc77be83667;2023-05-12T13:19:57-04:00;29.396;31.227;62;2;0;64;2;35;0;0;37;5
google/guice;6.0.0;f095cad8aa7b59abafacc4d4461ddfc77be83667;2023-05-12T13:19:57-04:00;7.0.0;b0e1d0fab0167cd555ab8d262333c1a32db7d492;2023-05-12T13:39:37-04:00;31.227;30.942;2;0;0;2;0;0;0;0;0;6
bazelbuild/bazel;1.0.0;9c257df5b9b1de5459fc066e77c435ae085957a7;2019-10-10T11:55:47+02:00;2.0.0;50514fc6c125750d7063d7feea2c302a44d2db6e;2019-12-19T13:26:22+01:00;1435.359;1440.863;420;8;2;430;11;84;0;1;96;1
bazelbuild/bazel;2.0.0;50514fc6c125750d7063d7feea2c302a44d2db6e;2019-12-19T13:26:22+01:00;3.0.0;eea58d1afb57c32937d323c072f122e4ceeac686;2020-04-06T08:49:40-04:00;1440.863;846.589;488;4;2;494;6;105;0;1;112;2
bazelbuild/bazel;3.0.0;eea58d1afb57c32937d323c072f122e4ceeac686;2020-04-06T08:49:40-04:00;4.0.0;6b33bdb1e22514304c0e35ce8e067f2175685245;2021-01-21T08:24:58+01:00;846.589;746.283;1430;9;0;1439;30;271;0;13;314;3
bazelbuild/bazel;4.0.0;6b33bdb1e22514304c0e35ce8e067f2175685245;2021-01-21T08:24:58+01:00;5.0.0;41feb616ae18e21fdba3868e4c298b0b83012f10;2022-01-19T15:04:50+01:00;746.283;783.548;1373;11;3;1387;28;289;0;4;321;4
bazelbuild/bazel;5.0.0;41feb616ae18e21fdba3868e4c298b0b83012f10;2022-01-19T15:04:50+01:00;6.0.0;06deebfb5b73f848de5a0ea0e00fcfaa26788d1f;2022-12-19T15:47:43+00:00;783.548;765.746;1404;18;0;1422;39;331;0;4;374;5
bazelbuild/bazel;6.0.0;06deebfb5b73f848de5a0ea0e00fcfaa26788d1f;2022-12-19T15:47:43+00:00;7.0.0;d798ebde6c6394203a87b5f1a6b62ecfc3880991;2023-12-11T16:46:24+00:00;765.746;789.274;1717;10;3;1730;32;396;0;5;433;6
bazelbuild/bazel;7.0.0;d798ebde6c6394203a87b5f1a6b62ecfc3880991;2023-12-11T16:46:24+00:00;8.0.0;c8217fdd2f20e4a061122c0af0417380d09e9480;2024-12-09T17:54:47+00:00;789.274;736.469;1896;5;4;1905;25;320;0;8;353;7
googlesamples/easypermissions;1.0.0;32ab68f043ebef0151183e952f58958e5bde181e;2017-08-22T09:10:32-07:00;2.0.0;09232dfc9d8a515d310c70a1739e9d1650be1002;2018-08-06T09:47:26-07:00;1.792;2.212;15;0;0;15;0;5;0;1;6;1
googlesamples/easypermissions;2.0.0;09232dfc9d8a515d310c70a1739e9d1650be1002;2018-08-06T09:47:26-07:00;3.0.0;67d611bfad0f1e3d0f579504dd2a4b61b7c6deeb;2019-01-23T13:55:28-08:00;2.212;2.08;6;0;0;6;0;2;0;0;2;2
beemdevelopment/Aegis;v1.0;b6a31ed78982758c1224a0ce63c2873ae7e594a8;2019-09-08T14:22:33+02:00;v2.0;00c79450ae139ee0aaa328de37802e48508c8e30;2021-05-26 10:51:26 +0200;13.265;29.585;17;0;0;17;4;97;0;6;107;1
beemdevelopment/Aegis;v2.0;00c79450ae139ee0aaa328de37802e48508c8e30;2021-05-26 10:51:26 +0200;v3.0;5a83e9be8e4090c40542c37d817b90e6b0fd18de;2024-03-24 16:48:14 +0100;29.585;49.142;38;0;0;38;3;47;1;1;52;2
react-native-image-picker/react-native-image-picker;v2.0.0;4e699d3a59ce849d42e43576b91cab73c483cd1e;2020-01-10T10:49:09+02:00;3.0.0;7c85b2ce7bd082d94820918a921ee0ceccf29232;2020-12-08T09:18:30+02:00;4.256;2.686;3;0;0;3;0;15;0;0;15;1
react-native-image-picker/react-native-image-picker;3.0.0;7c85b2ce7bd082d94820918a921ee0ceccf29232;2020-12-08T09:18:30+02:00;v4.0.0;871a44f19355aba75187cad37bae1b8088a5546d;2021-05-27T12:33:21+00:00;2.686;3.058;0;0;0;0;0;12;0;0;12;2
react-native-image-picker/react-native-image-picker;v4.0.0;871a44f19355aba75187cad37bae1b8088a5546d;2021-05-27T12:33:21+00:00;v5.0.0;44a2e4be3e82635b277ae8fcf61526eaa1901120;2023-01-09T12:32:59+00:00;3.058;3.643;2;0;0;2;0;26;0;0;26;3
react-native-image-picker/react-native-image-picker;v5.0.0;44a2e4be3e82635b277ae8fcf61526eaa1901120;2023-01-09T12:32:59+00:00;v6.0.0;8edf56ae72991639dfc0d67e5ac96f57c65df44d;2023-09-07T07:59:42+00:00;3.643;3.976;0;0;0;0;0;11;0;0;11;4
react-native-image-picker/react-native-image-picker;v6.0.0;8edf56ae72991639dfc0d67e5ac96f57c65df44d;2023-09-07T07:59:42+00:00;v7.0.0;fca996068c09f98f39e680e7f0efbd5b4431713b;2023-09-07T08:10:53+00:00;3.976;3.976;0;0;0;0;0;0;0;0;0;5
react-native-image-picker/react-native-image-picker;v7.0.0;fca996068c09f98f39e680e7f0efbd5b4431713b;2023-09-07T08:10:53+00:00;v8.0.0;ae1452e273ce0ff3adf1acbd21184de571d12c4f;2025-02-01T08:23:42+00:00;3.976;15.843;2;0;0;2;0;12;0;0;12;6
OpenFeign/feign;1.0.0;e3496601b792abac467dadc48255ee52e7eb0380;2013-06-27 01:30:46 +0000;2.0.0;28ad52aef61e2f2a11453444ec46b8f938bec9e0;2013-07-01T09:40:58-07:00;2.232;2.762;8;0;0;8;0;1;0;0;1;1
OpenFeign/feign;2.0.0;28ad52aef61e2f2a11453444ec46b8f938bec9e0;2013-07-01T09:40:58-07:00;3.0.0;1f1e27d89deda136808363d701d7d81388549e92;2013-07-15T22:10:08-07:00;2.762;3.506;10;0;0;10;0;2;0;0;2;2
OpenFeign/feign;3.0.0;1f1e27d89deda136808363d701d7d81388549e92;2013-07-15T22:10:08-07:00;4.0.0;0517edfcad2a262c52e092fa5e91f70f9e47f232;2013-08-04 15:12:36 +0000;3.506;3.597;2;0;0;2;0;0;0;0;0;3
OpenFeign/feign;4.0.0;0517edfcad2a262c52e092fa5e91f70f9e47f232;2013-08-04 15:12:36 +0000;5.0.0;2e8435ed601ead8070905c4a8db5c3a8d642477f;2013-09-17 20:55:09 +0000;3.597;3.989;23;0;0;23;0;5;0;0;5;4
OpenFeign/feign;5.0.0;2e8435ed601ead8070905c4a8db5c3a8d642477f;2013-09-17 20:55:09 +0000;v6.0.0;190790364e26668717dae5685c3c0bd1c055e822;2013-10-21T21:13:22-07:00;3.989;4.279;10;0;0;10;0;1;0;0;1;5
OpenFeign/feign;v6.0.0;190790364e26668717dae5685c3c0bd1c055e822;2013-10-21T21:13:22-07:00;v7.0.0;08ab926b5155abc0a53b0e3f5ddbe542ae15cae9;2015-01-06 09:47:15 -0800;4.279;4.496;7;0;0;7;2;5;0;1;8;6
OpenFeign/feign;v7.0.0;08ab926b5155abc0a53b0e3f5ddbe542ae15cae9;2015-01-06 09:47:15 -0800;v8.0.0;cf66dba6a4fd89cb2936d082572ddea177cad2e1;2015-03-08 16:47:50 -0700;4.496;4.924;20;0;0;20;0;2;0;2;4;7
OpenFeign/feign;v8.0.0;cf66dba6a4fd89cb2936d082572ddea177cad2e1;2015-03-08 16:47:50 -0700;9.0.0;09d39d7d59f7ad2e4b4088f80ef303429f492cad;2016-07-14 04:29:19 +0000;4.924;7.532;60;0;0;60;4;26;0;1;31;8
OpenFeign/feign;9.0.0;09d39d7d59f7ad2e4b4088f80ef303429f492cad;2016-07-14 04:29:19 +0000;10.0.0;fc834fbdcfaab32ba097ca456885739bff6afea5;2018-08-16 00:29:44 +0000;7.532;9.398;53;1;0;54;0;23;0;0;23;9
OpenFeign/feign;10.0.0;fc834fbdcfaab32ba097ca456885739bff6afea5;2018-08-16 00:29:44 +0000;12.0;8c22fccd8cdcbc875f4eede019f9d76332527d99;2022-11-01T14:19:22+13:00;9.398;20.264;166;2;0;168;3;99;0;1;103;10
OpenFeign/feign;12.0;8c22fccd8cdcbc875f4eede019f9d76332527d99;2022-11-01T14:19:22+13:00;13.0;cd1d6a44536ef6c9d604212a1df06f4871aed03b;2023-10-20 23:00:22 +1300;20.264;21.921;35;1;0;36;1;10;0;0;11;11
alibaba/transmittable-thread-local;1.0.0;dfef475a26de010f0302a371ba00927593ef9a10;2013-12-28 01:21:53 +0800;v2.0.0;16c255d677a58a75602b4e63a15d1d83c656f49e;2016-02-15 20:44:24 +0800;0.971;1.33;29;0;2;31;3;12;0;0;15;1
OpenRefine/OpenRefine;1.0;a7530db0604abd2f5a1ebd90b4bc5a7dfdca995f;2010-05-12 18:20:57 +0000;2.0;3fd70226f45556fee493b30a44fec71890adfca6;2010-11-10 23:18:41 +0000;173.273;191.698;101;4;1;106;23;97;0;8;128;1
OpenRefine/OpenRefine;2.0;3fd70226f45556fee493b30a44fec71890adfca6;2010-11-10 23:18:41 +0000;3.0;64907b8915593274085ac344b7719d69e1a064e8;2018-09-16 11:59:49 -0400;191.698;159.993;359;13;3;375;25;425;0;48;498;2
Col-E/Recaf;1.0;f0528b673c955a518f91434833bde4e5de535e61;2018-05-24T22:10:15-04:00;2.0.0;ba78af4018056b67a30ce94ee3b3771da853012b;2020-06-09T23:33:16-04:00;9.405;27.099;190;8;0;198;9;341;0;6;356;1
software-mansion/react-native-svg;2.0.0;be4d7bc477835c58e4bf2010e7785e9577cb89ca;2016-05-21T20:28:09+08:00;6.0.0;a958668e7f2753e7587eaf8a39ea46133809dc1a;2017-11-08T01:41:27-06:00;6.921;11.738;3;0;0;3;9;167;0;13;189;1
software-mansion/react-native-svg;6.0.0;a958668e7f2753e7587eaf8a39ea46133809dc1a;2017-11-08T01:41:27-06:00;7.0.0;18bab897be061caf55c4dfa5c6fb47f358978975;2018-09-15T19:15:48+03:00;11.738;14.826;3;1;0;4;4;68;0;7;79;2
software-mansion/react-native-svg;7.0.0;18bab897be061caf55c4dfa5c6fb47f358978975;2018-09-15T19:15:48+03:00;8.0.0;75204047c9424c591ed42d9763d6547709cf2b8b;2018-10-19T18:26:56+03:00;14.826;15.126;1;2;0;3;0;25;0;1;26;3
software-mansion/react-native-svg;8.0.0;75204047c9424c591ed42d9763d6547709cf2b8b;2018-10-19T18:26:56+03:00;9.0.0;43e6f714d55f47aedf083131fa4705a0a9782724;2019-01-14T17:10:18+02:00;15.126;17.877;4;2;0;6;0;30;0;0;30;4
software-mansion/react-native-svg;9.0.0;43e6f714d55f47aedf083131fa4705a0a9782724;2019-01-14T17:10:18+02:00;v10.0.0;0d302250ce834ddd335030fcb1e2cced9016b20b;2020-01-04T07:38:15+02:00;17.877;43.953;8;2;0;10;9;151;0;13;173;5
software-mansion/react-native-svg;v10.0.0;0d302250ce834ddd335030fcb1e2cced9016b20b;2020-01-04T07:38:15+02:00;v11.0.0;c12cd1e01a70e6e5ff29a0d5dc843abd865703c1;2020-01-18T02:41:41+02:00;43.953;46.327;0;0;0;0;0;14;0;0;14;6
software-mansion/react-native-svg;v11.0.0;c12cd1e01a70e6e5ff29a0d5dc843abd865703c1;2020-01-18T02:41:41+02:00;v12.0.0;f6931da688ebb7e8fcb2f4615e2883dca7ab83a8;2020-03-04T20:00:02+02:00;46.327;46.657;5;0;0;5;1;10;0;3;14;7
software-mansion/react-native-svg;v12.0.0;f6931da688ebb7e8fcb2f4615e2883dca7ab83a8;2020-03-04T20:00:02+02:00;v13.0.0;7c3bd891a8bb9e627c6ca6709b7dbaa45145efa1;2022-08-17 16:42:36 +0200;46.657;40.573;4;0;0;4;0;47;0;6;53;8
software-mansion/react-native-svg;v13.0.0;7c3bd891a8bb9e627c6ca6709b7dbaa45145efa1;2022-08-17 16:42:36 +0200;v14.0.0;3a86d9308cc6f75866e4453294d2651d2598f823;2023-11-14 12:41:37 +0100;40.573;44.34;7;0;0;7;0;42;0;0;42;9
software-mansion/react-native-svg;v14.0.0;3a86d9308cc6f75866e4453294d2651d2598f823;2023-11-14 12:41:37 +0100;v15.0.0;b99685625669dbe69c538840f6db7b5315c4e913;2024-02-26 15:33:11 +0100;44.34;44.224;2;0;0;2;0;12;0;0;12;10
dropwizard/dropwizard;v1.0.0;c25bc5880eb70574998456acca3ee340f8de0674;2016-07-26 15:12:55 +0200;v2.0.0;f43ab47c24c765203794a0f05224452f8f07b775;2019-12-09 22:54:28 +0100;21.336;27.342;346;8;0;354;1;111;0;12;124;1
dropwizard/dropwizard;v2.0.0;f43ab47c24c765203794a0f05224452f8f07b775;2019-12-09 22:54:28 +0100;v3.0.0;97ed967767d7bff8f3d75752d814f5c82e0b2d23;2023-03-28 22:23:50 +0000;27.342;30.391;275;8;2;285;1;50;0;6;57;2
dropwizard/dropwizard;v3.0.0;97ed967767d7bff8f3d75752d814f5c82e0b2d23;2023-03-28 22:23:50 +0000;v4.0.0;c8b32c76ae570b941c14140104d09ae37bd0f8ee;2023-03-28 22:24:40 +0000;30.391;30.271;25;0;0;25;0;6;0;2;8;3
dropwizard/dropwizard;v4.0.0;c8b32c76ae570b941c14140104d09ae37bd0f8ee;2023-03-28 22:24:40 +0000;v5.0.0;c8d5777cd8951a0deaf8f1b1f10e0c364c90ed1b;2025-09-16 08:29:02 +0000;30.271;30.45;52;0;0;52;0;365;0;2;367;4
graphql-java/graphql-java;v1.0;39194206d0c11ff7fbb04ba73d16f1c1b07a30e9;2015-07-18T17:41:39+02:00;v2.0.0;5dfffe800c95c9df67c2caa2eabbb5e8b9a7ad35;2016-02-20T10:34:01+01:00;7.421;10.009;81;0;0;81;10;24;0;1;35;1
graphql-java/graphql-java;v2.0.0;5dfffe800c95c9df67c2caa2eabbb5e8b9a7ad35;2016-02-20T10:34:01+01:00;v3.0.0;71da4aa8a13d209944cb9d4d3bc76401f12a0686;2017-05-19T21:20:31+02:00;10.009;12.827;152;0;0;152;4;52;0;9;65;2
graphql-java/graphql-java;v3.0.0;71da4aa8a13d209944cb9d4d3bc76401f12a0686;2017-05-19T21:20:31+02:00;v4.0;eafa3a31e6081b36e075273c77cb1c4c4f3f3fca;2017-08-29T08:53:17+02:00;12.827;16.803;162;1;1;164;4;29;0;0;33;3
graphql-java/graphql-java;v4.0;eafa3a31e6081b36e075273c77cb1c4c4f3f3fca;2017-08-29T08:53:17+02:00;v5.0;8987ac67dc917aa278d6cdb361f4a0100ab43247;2017-10-08T15:26:52+11:00;16.803;18.806;33;0;0;33;2;7;0;0;9;4
graphql-java/graphql-java;v5.0;8987ac67dc917aa278d6cdb361f4a0100ab43247;2017-10-08T15:26:52+11:00;v6.0;c925eba7b7ac36734f54ec57502e57a588cff394;2017-11-03T18:53:59+11:00;18.806;19.639;21;0;0;21;0;6;0;0;6;5
graphql-java/graphql-java;v6.0;c925eba7b7ac36734f54ec57502e57a588cff394;2017-11-03T18:53:59+11:00;v7.0;8df5391034bdb6851c2b07a8c72939fe625c67c5;2018-01-09T17:37:13+11:00;19.639;20.502;31;0;0;31;0;11;0;0;11;6
graphql-java/graphql-java;v7.0;8df5391034bdb6851c2b07a8c72939fe625c67c5;2018-01-09T17:37:13+11:00;v8.0;9385eecef3ad45b739df9123b7b3ce28b2843e77;2018-03-23T14:25:43+11:00;20.502;23.595;83;7;0;90;7;18;0;0;25;7
graphql-java/graphql-java;v8.0;9385eecef3ad45b739df9123b7b3ce28b2843e77;2018-03-23T14:25:43+11:00;v9.0;ac30ed132b0aae3efda52c86b58e542c17dd1fd6;2018-06-05T15:41:18+10:00;23.595;25.909;42;0;0;42;2;11;0;0;13;8
graphql-java/graphql-java;v9.0;ac30ed132b0aae3efda52c86b58e542c17dd1fd6;2018-06-05T15:41:18+10:00;v10.0;4485074df0be836253c7e1c52a8011cd4ffc26db;2018-09-03T11:07:26+10:00;25.909;29.249;68;0;3;71;1;18;0;1;20;9
graphql-java/graphql-java;v10.0;4485074df0be836253c7e1c52a8011cd4ffc26db;2018-09-03T11:07:26+10:00;v11.0;610a5276ee9588a147de1a7b0dc525bcbd189221;2018-10-18T20:49:59+11:00;29.249;29.801;27;0;0;27;1;10;0;0;11;10
graphql-java/graphql-java;v11.0;610a5276ee9588a147de1a7b0dc525bcbd189221;2018-10-18T20:49:59+11:00;12.0;52a7b6ecdc3a73675cd913d188c0e64134be3830;2019-03-12T09:42:23+11:00;29.801;36.515;129;2;0;131;1;26;0;2;29;11
graphql-java/graphql-java;12.0;52a7b6ecdc3a73675cd913d188c0e64134be3830;2019-03-12T09:42:23+11:00;v13.0;e994f419f32f6817f65a0868c7ef0b6b0326d650;2019-06-12T14:47:24+10:00;36.515;38.227;47;0;0;47;4;17;0;0;21;12
graphql-java/graphql-java;v13.0;e994f419f32f6817f65a0868c7ef0b6b0326d650;2019-06-12T14:47:24+10:00;v14.0;578985f4ed81d154f1f83bbef6903aa88f3f1a59;2020-01-17T13:37:39+11:00;38.227;41.546;126;0;0;126;6;27;0;0;33;13
graphql-java/graphql-java;v14.0;578985f4ed81d154f1f83bbef6903aa88f3f1a59;2020-01-17T13:37:39+11:00;v15.0;f328040f8f41a9707d9f973cb55a48621d45dd3f;2020-05-28T15:52:45+10:00;41.546;42.449;94;0;0;94;3;24;0;0;27;14
graphql-java/graphql-java;v15.0;f328040f8f41a9707d9f973cb55a48621d45dd3f;2020-05-28T15:52:45+10:00;v16.0;3dfeae352fce4e3fd636a7227271e1b3f9536066;2020-11-16T10:59:10+11:00;42.449;44.787;48;0;0;48;2;15;0;3;20;15
graphql-java/graphql-java;v16.0;3dfeae352fce4e3fd636a7227271e1b3f9536066;2020-11-16T10:59:10+11:00;v17.0;fd861816bcb118cf8d4b3ef92f388dd142f5b713;2021-08-03T17:40:51+10:00;44.787;47.363;179;0;2;181;7;54;0;4;65;16
graphql-java/graphql-java;v17.0;fd861816bcb118cf8d4b3ef92f388dd142f5b713;2021-08-03T17:40:51+10:00;v18.0;470811bb8bc6864035d7a3795a1a23d6a4952587;2022-03-13T12:55:42+11:00;47.363;50.205;82;0;0;82;5;20;0;0;25;17
graphql-java/graphql-java;v18.0;470811bb8bc6864035d7a3795a1a23d6a4952587;2022-03-13T12:55:42+11:00;v19.0;35ff68db1e1d567428539d74f2169ca7799ee2a3;2022-07-26T21:20:24+10:00;50.205;51.345;57;0;0;57;4;17;0;0;21;18
graphql-java/graphql-java;v19.0;35ff68db1e1d567428539d74f2169ca7799ee2a3;2022-07-26T21:20:24+10:00;v20.0;557ad5dc35338f94fdb973521295be2b6b057625;2022-12-06T15:32:14+11:00;51.345;57.443;212;4;0;216;3;41;0;1;45;19
graphql-java/graphql-java;v20.0;557ad5dc35338f94fdb973521295be2b6b057625;2022-12-06T15:32:14+11:00;v21.0;c1395c8c45403b95561a94660c7d3f35f379994e;2023-07-09T22:43:15+00:00;57.443;59.529;86;0;0;86;0;38;0;2;40;20
graphql-java/graphql-java;v21.0;c1395c8c45403b95561a94660c7d3f35f379994e;2023-07-09T22:43:15+00:00;v22.0;0eec91ea4b40a25a407efaf32d4fa9cfac9e4c93;2024-04-16T00:41:15+00:00;59.529;63.433;282;2;0;284;11;73;0;1;85;21
graphql-java/graphql-java;v22.0;0eec91ea4b40a25a407efaf32d4fa9cfac9e4c93;2024-04-16T00:41:15+00:00;v23.0;27b9defd98c4d044b6142c18773188f0dc9113c2;2025-04-07T11:32:45+10:00;63.433;145.331;211;7;0;218;5;41;0;1;47;22
graphql-java/graphql-java;v23.0;27b9defd98c4d044b6142c18773188f0dc9113c2;2025-04-07T11:32:45+10:00;v24.0;cab5b9fb685c333e14cca9df99ee262ad037da76;2025-05-15T17:13:24+10:00;145.331;145.575;9;0;0;9;0;1;0;0;1;23
micronaut-projects/micronaut-core;v1.0.0;8a4b47304edcc01157513c3aa55fe303db2e8088;2018-10-23T07:50:45-07:00;v2.0.0;685331e3e2558b28a6b255b791f7879d7f0dd539;2020-06-26T09:37:31+02:00;108.079;115.437;1555;6;1;1562;43;1094;0;87;1224;1
micronaut-projects/micronaut-core;v2.0.0;685331e3e2558b28a6b255b791f7879d7f0dd539;2020-06-26T09:37:31+02:00;v3.0.0;0cb2f7e43ca0a828fd1a05f186586c95d929cb32;2021-08-18 16:37:44 +0000;115.437;129.126;472;2;0;474;6;266;0;1;273;2
micronaut-projects/micronaut-core;v3.0.0;0cb2f7e43ca0a828fd1a05f186586c95d929cb32;2021-08-18 16:37:44 +0000;v4.0.0;da40b7fe54464e94cbb1e1c2a0b569554a2c7624;2023-07-11 19:52:18 +0000;129.126;160.706;744;1;1;746;16;423;0;2;441;3
LFDT-web3j/web3j;v1.0.0;efec99627491d2ec3cf18c37ea3a0355afed9667;2016-11-04T14:00:44+11:00;2.0.0;56541afe1d01bca8a19a407999a9756ef1b0ffce;2017-02-10T17:42:16+11:00;20.836;24.638;47;0;0;47;4;22;0;0;26;1
LFDT-web3j/web3j;2.0.0;56541afe1d01bca8a19a407999a9756ef1b0ffce;2017-02-10T17:42:16+11:00;v3.0.0;6fb857b1fb593e509dcb47851135442c3f8bf956;2017-10-30T12:02:31+00:00;24.638;17.528;77;0;0;77;0;38;0;0;38;2
graphhopper/graphhopper;1.0;d8525922d2d01243c209f8b21b417646f4e8bf4d;2020-05-22T08:13:30+02:00;2.0;7e3a98bd316745a7cc48ba78958624b9544e4d61;2020-09-29T18:50:03+02:00;106.022;106.934;67;0;0;67;3;17;0;0;20;1
graphhopper/graphhopper;2.0;7e3a98bd316745a7cc48ba78958624b9544e4d61;2020-09-29T18:50:03+02:00;3.0;567a85a5d0f118663ce7125681d2bc2c0823ce57;2021-05-17T15:14:04+02:00;106.934;111.98;250;0;0;250;5;104;0;4;113;2
graphhopper/graphhopper;3.0;567a85a5d0f118663ce7125681d2bc2c0823ce57;2021-05-17T15:14:04+02:00;4.0;142b9adf4141014404f71e71c593250153d54c89;2021-09-29T11:52:17+02:00;111.98;109.406;53;0;0;53;1;9;0;0;10;3
graphhopper/graphhopper;4.0;142b9adf4141014404f71e71c593250153d54c89;2021-09-29T11:52:17+02:00;5.0;d12e315f431d749b7de52d885e28fe48e592169d;2022-03-23T10:26:49+01:00;109.406;109.526;102;0;0;102;2;30;0;0;32;4
